date,status,day,day_map,weather,weather_map,temp,atemp,casual,registered,total
2011-11-02,Weekday,Wednesday,3,Sunny,1,0.3775,0.390133,370,3816,4186
2011-11-03,Weekday,Thursday,4,Sunny,1,0.408333,0.405921,318,3656,3974
2011-11-04,Weekday,Friday,5,Cloudy/Misty,2,0.403333,0.403392,470,3576,4046
2011-11-05,Weekend,Saturday,6,Sunny,1,0.326667,0.323854,1156,2770,3926
2011-11-06,Weekend,Sunday,0,Sunny,1,0.348333,0.362358,952,2697,3649
2011-11-07,Weekday,Monday,1,Sunny,1,0.395,0.400871,373,3662,4035
2011-11-08,Weekday,Tuesday,2,Sunny,1,0.408333,0.412246,376,3829,4205
2011-11-09,Weekday,Wednesday,3,Sunny,1,0.4,0.409079,305,3804,4109
2011-11-10,Weekday,Thursday,4,Cloudy/Misty,2,0.38,0.373721,190,2743,2933
2011-11-11,Holiday,Friday,5,Sunny,1,0.324167,0.306817,440,2928,3368
2011-11-12,Weekend,Saturday,6,Sunny,1,0.356667,0.357942,1275,2792,4067
2011-11-13,Weekend,Sunday,0,Sunny,1,0.440833,0.43055,1004,2713,3717
2011-11-14,Weekday,Monday,1,Sunny,1,0.53,0.524612,595,3891,4486
2011-11-15,Weekday,Tuesday,2,Cloudy/Misty,2,0.53,0.507579,449,3746,4195
2011-11-16,Weekday,Wednesday,3,Rain,3,0.456667,0.451988,145,1672,1817
2011-11-17,Weekday,Thursday,4,Cloudy/Misty,2,0.341667,0.323221,139,2914,3053
2011-11-18,Weekday,Friday,5,Sunny,1,0.274167,0.272721,245,3147,3392
2011-11-19,Weekend,Saturday,6,Sunny,1,0.329167,0.324483,943,2720,3663
2011-11-20,Weekend,Sunday,0,Cloudy/Misty,2,0.463333,0.457058,787,2733,3520
2011-11-21,Weekday,Monday,1,Rain,3,0.4475,0.445062,220,2545,2765
2011-11-22,Weekday,Tuesday,2,Rain,3,0.416667,0.421696,69,1538,1607
2011-11-23,Weekday,Wednesday,3,Cloudy/Misty,2,0.440833,0.430537,112,2454,2566
2011-11-24,Holiday,Thursday,4,Sunny,1,0.373333,0.372471,560,935,1495
2011-11-25,Weekday,Friday,5,Sunny,1,0.375,0.380671,1095,1697,2792
2011-11-26,Weekend,Saturday,6,Sunny,1,0.375833,0.385087,1249,1819,3068
2011-11-27,Weekend,Sunday,0,Sunny,1,0.459167,0.4558,810,2261,3071
2011-11-28,Weekday,Monday,1,Sunny,1,0.503478,0.490122,253,3614,3867
2011-11-29,Weekday,Tuesday,2,Cloudy/Misty,2,0.458333,0.451375,96,2818,2914
2011-11-30,Weekday,Wednesday,3,Sunny,1,0.325,0.311221,188,3425,3613
2011-12-01,Weekday,Thursday,4,Sunny,1,0.3125,0.305554,182,3545,3727
2011-12-02,Weekday,Friday,5,Sunny,1,0.314167,0.331433,268,3672,3940
2011-12-03,Weekend,Saturday,6,Sunny,1,0.299167,0.310604,706,2908,3614
2011-12-04,Weekend,Sunday,0,Sunny,1,0.330833,0.3491,634,2851,3485
2011-12-05,Weekday,Monday,1,Cloudy/Misty,2,0.385833,0.393925,233,3578,3811
2011-12-06,Weekday,Tuesday,2,Rain,3,0.4625,0.4564,126,2468,2594
2011-12-07,Weekday,Wednesday,3,Rain,3,0.41,0.400246,50,655,705
2011-12-08,Weekday,Thursday,4,Sunny,1,0.265833,0.256938,150,3172,3322
2011-12-09,Weekday,Friday,5,Sunny,1,0.290833,0.317542,261,3359,3620
2011-12-10,Weekend,Saturday,6,Sunny,1,0.275,0.266412,502,2688,3190
2011-12-11,Weekend,Sunday,0,Sunny,1,0.220833,0.253154,377,2366,2743
2011-12-12,Weekday,Monday,1,Sunny,1,0.238333,0.270196,143,3167,3310
2011-12-13,Weekday,Tuesday,2,Sunny,1,0.2825,0.301138,155,3368,3523
2011-12-14,Weekday,Wednesday,3,Cloudy/Misty,2,0.3175,0.338362,178,3562,3740
2011-12-15,Weekday,Thursday,4,Cloudy/Misty,2,0.4225,0.412237,181,3528,3709
2011-12-16,Weekday,Friday,5,Cloudy/Misty,2,0.375,0.359825,178,3399,3577
2011-12-17,Weekend,Saturday,6,Cloudy/Misty,2,0.258333,0.249371,275,2464,2739
2011-12-18,Weekend,Sunday,0,Sunny,1,0.238333,0.245579,220,2211,2431
2011-12-19,Weekday,Monday,1,Sunny,1,0.276667,0.280933,260,3143,3403
2011-12-20,Weekday,Tuesday,2,Cloudy/Misty,2,0.385833,0.396454,216,3534,3750
2011-12-21,Weekday,Wednesday,3,Cloudy/Misty,2,0.428333,0.428017,107,2553,2660
2011-12-22,Weekday,Thursday,4,Cloudy/Misty,2,0.423333,0.426121,227,2841,3068
2011-12-23,Weekday,Friday,5,Sunny,1,0.373333,0.377513,163,2046,2209
2011-12-24,Weekend,Saturday,6,Sunny,1,0.3025,0.299242,155,856,1011
2011-12-25,Weekend,Sunday,0,Sunny,1,0.274783,0.279961,303,451,754
2011-12-26,Holiday,Monday,1,Sunny,1,0.321739,0.315535,430,887,1317
2011-12-27,Weekday,Tuesday,2,Cloudy/Misty,2,0.325,0.327633,103,1059,1162
2011-12-28,Weekday,Wednesday,3,Sunny,1,0.29913,0.279974,255,2047,2302
2011-12-29,Weekday,Thursday,4,Sunny,1,0.248333,0.263892,254,2169,2423
2011-12-30,Weekday,Friday,5,Sunny,1,0.311667,0.318812,491,2508,2999
2011-12-31,Weekend,Saturday,6,Sunny,1,0.41,0.414121,665,1820,2485
2012-01-01,Weekend,Sunday,0,Sunny,1,0.37,0.375621,686,1608,2294
2012-01-02,Holiday,Monday,1,Sunny,1,0.273043,0.252304,244,1707,1951
2012-01-03,Weekday,Tuesday,2,Sunny,1,0.15,0.126275,89,2147,2236
2012-01-04,Weekday,Wednesday,3,Cloudy/Misty,2,0.1075,0.119337,95,2273,2368
2012-01-05,Weekday,Thursday,4,Sunny,1,0.265833,0.278412,140,3132,3272
2012-01-06,Weekday,Friday,5,Sunny,1,0.334167,0.340267,307,3791,4098
2012-01-07,Weekend,Saturday,6,Sunny,1,0.393333,0.390779,1070,3451,4521
2012-01-08,Weekend,Sunday,0,Sunny,1,0.3375,0.340258,599,2826,3425
2012-01-09,Weekday,Monday,1,Cloudy/Misty,2,0.224167,0.247479,106,2270,2376
2012-01-10,Weekday,Tuesday,2,Sunny,1,0.308696,0.318826,173,3425,3598
2012-01-11,Weekday,Wednesday,3,Cloudy/Misty,2,0.274167,0.282821,92,2085,2177
2012-01-12,Weekday,Thursday,4,Cloudy/Misty,2,0.3825,0.381938,269,3828,4097
2012-01-13,Weekday,Friday,5,Sunny,1,0.274167,0.249362,174,3040,3214
2012-01-14,Weekend,Saturday,6,Sunny,1,0.18,0.183087,333,2160,2493
2012-01-15,Weekend,Sunday,0,Sunny,1,0.166667,0.161625,284,2027,2311
2012-01-16,Holiday,Monday,1,Sunny,1,0.19,0.190663,217,2081,2298
2012-01-17,Weekday,Tuesday,2,Cloudy/Misty,2,0.373043,0.364278,127,2808,2935
2012-01-18,Weekday,Wednesday,3,Sunny,1,0.303333,0.275254,109,3267,3376
2012-01-19,Weekday,Thursday,4,Sunny,1,0.19,0.190038,130,3162,3292
2012-01-20,Weekday,Friday,5,Cloudy/Misty,2,0.2175,0.220958,115,3048,3163
2012-01-21,Weekend,Saturday,6,Cloudy/Misty,2,0.173333,0.174875,67,1234,1301
2012-01-22,Weekend,Sunday,0,Cloudy/Misty,2,0.1625,0.16225,196,1781,1977
2012-01-23,Weekday,Monday,1,Cloudy/Misty,2,0.218333,0.243058,145,2287,2432
2012-01-24,Weekday,Tuesday,2,Sunny,1,0.3425,0.349108,439,3900,4339
2012-01-25,Weekday,Wednesday,3,Sunny,1,0.294167,0.294821,467,3803,4270
2012-01-26,Weekday,Thursday,4,Cloudy/Misty,2,0.341667,0.35605,244,3831,4075
2012-01-27,Weekday,Friday,5,Cloudy/Misty,2,0.425,0.415383,269,3187,3456
2012-01-28,Weekend,Saturday,6,Sunny,1,0.315833,0.326379,775,3248,4023
2012-01-29,Weekend,Sunday,0,Sunny,1,0.2825,0.272721,558,2685,3243
2012-01-30,Weekday,Monday,1,Sunny,1,0.269167,0.262625,126,3498,3624
2012-01-31,Weekday,Tuesday,2,Sunny,1,0.39,0.381317,324,4185,4509
2012-02-01,Weekday,Wednesday,3,Sunny,1,0.469167,0.466538,304,4275,4579
2012-02-02,Weekday,Thursday,4,Cloudy/Misty,2,0.399167,0.398971,190,3571,3761
2012-02-03,Weekday,Friday,5,Sunny,1,0.313333,0.309346,310,3841,4151
2012-02-04,Weekend,Saturday,6,Cloudy/Misty,2,0.264167,0.272725,384,2448,2832
2012-02-05,Weekend,Sunday,0,Cloudy/Misty,2,0.265833,0.264521,318,2629,2947
2012-02-06,Weekday,Monday,1,Sunny,1,0.282609,0.296426,206,3578,3784
2012-02-07,Weekday,Tuesday,2,Sunny,1,0.354167,0.361104,199,4176,4375
2012-02-08,Weekday,Wednesday,3,Cloudy/Misty,2,0.256667,0.266421,109,2693,2802
2012-02-09,Weekday,Thursday,4,Sunny,1,0.265,0.261988,163,3667,3830
2012-02-10,Weekday,Friday,5,Cloudy/Misty,2,0.280833,0.293558,227,3604,3831
2012-02-11,Weekend,Saturday,6,Rain,3,0.224167,0.210867,192,1977,2169
2012-02-12,Weekend,Sunday,0,Sunny,1,0.1275,0.101658,73,1456,1529
2012-02-13,Weekday,Monday,1,Sunny,1,0.2225,0.227913,94,3328,3422
2012-02-14,Weekday,Tuesday,2,Cloudy/Misty,2,0.319167,0.333946,135,3787,3922
2012-02-15,Weekday,Wednesday,3,Sunny,1,0.348333,0.351629,141,4028,4169
2012-02-16,Weekday,Thursday,4,Cloudy/Misty,2,0.316667,0.330162,74,2931,3005
2012-02-17,Weekday,Friday,5,Sunny,1,0.343333,0.351629,349,3805,4154
2012-02-18,Weekend,Saturday,6,Sunny,1,0.346667,0.355425,1435,2883,4318
2012-02-19,Weekend,Sunday,0,Cloudy/Misty,2,0.28,0.265788,618,2071,2689
2012-02-20,Holiday,Monday,1,Sunny,1,0.28,0.273391,502,2627,3129
2012-02-21,Weekday,Tuesday,2,Sunny,1,0.287826,0.295113,163,3614,3777
2012-02-22,Weekday,Wednesday,3,Sunny,1,0.395833,0.392667,394,4379,4773
2012-02-23,Weekday,Thursday,4,Sunny,1,0.454167,0.444446,516,4546,5062
2012-02-24,Weekday,Friday,5,Cloudy/Misty,2,0.4075,0.410971,246,3241,3487
2012-02-25,Weekend,Saturday,6,Sunny,1,0.290833,0.255675,317,2415,2732
2012-02-26,Weekend,Sunday,0,Sunny,1,0.279167,0.268308,515,2874,3389
2012-02-27,Weekday,Monday,1,Sunny,1,0.366667,0.357954,253,4069,4322
2012-02-28,Weekday,Tuesday,2,Sunny,1,0.359167,0.353525,229,4134,4363
2012-02-29,Weekday,Wednesday,3,Cloudy/Misty,2,0.344348,0.34847,65,1769,1834
2012-03-01,Weekday,Thursday,4,Sunny,1,0.485833,0.475371,325,4665,4990
2012-03-02,Weekday,Friday,5,Cloudy/Misty,2,0.353333,0.359842,246,2948,3194
2012-03-03,Weekend,Saturday,6,Cloudy/Misty,2,0.414167,0.413492,956,3110,4066
2012-03-04,Weekend,Sunday,0,Sunny,1,0.325833,0.303021,710,2713,3423
2012-03-05,Weekday,Monday,1,Sunny,1,0.243333,0.241171,203,3130,3333
2012-03-06,Weekday,Tuesday,2,Sunny,1,0.258333,0.255042,221,3735,3956
2012-03-07,Weekday,Wednesday,3,Sunny,1,0.404167,0.3851,432,4484,4916
2012-03-08,Weekday,Thursday,4,Sunny,1,0.5275,0.524604,486,4896,5382
2012-03-09,Weekday,Friday,5,Cloudy/Misty,2,0.410833,0.397083,447,4122,4569
2012-03-10,Weekend,Saturday,6,Sunny,1,0.2875,0.277767,968,3150,4118
2012-03-11,Weekend,Sunday,0,Sunny,1,0.361739,0.35967,1658,3253,4911
2012-03-12,Weekday,Monday,1,Sunny,1,0.466667,0.459592,838,4460,5298
2012-03-13,Weekday,Tuesday,2,Sunny,1,0.565,0.542929,762,5085,5847
2012-03-14,Weekday,Wednesday,3,Sunny,1,0.5725,0.548617,997,5315,6312
2012-03-15,Weekday,Thursday,4,Sunny,1,0.5575,0.532825,1005,5187,6192
2012-03-16,Weekday,Friday,5,Cloudy/Misty,2,0.435833,0.436229,548,3830,4378
2012-03-17,Weekend,Saturday,6,Cloudy/Misty,2,0.514167,0.505046,3155,4681,7836
2012-03-18,Weekend,Sunday,0,Cloudy/Misty,2,0.4725,0.464,2207,3685,5892
2012-03-19,Weekday,Monday,1,Sunny,1,0.545,0.532821,982,5171,6153
2012-03-20,Weekday,Tuesday,2,Sunny,1,0.560833,0.538533,1051,5042,6093
2012-03-21,Weekday,Wednesday,3,Cloudy/Misty,2,0.531667,0.513258,1122,5108,6230
2012-03-22,Weekday,Thursday,4,Sunny,1,0.554167,0.531567,1334,5537,6871
2012-03-23,Weekday,Friday,5,Cloudy/Misty,2,0.601667,0.570067,2469,5893,8362
2012-03-24,Weekend,Saturday,6,Cloudy/Misty,2,0.5025,0.486733,1033,2339,3372
2012-03-25,Weekend,Sunday,0,Cloudy/Misty,2,0.4375,0.437488,1532,3464,4996
2012-03-26,Weekday,Monday,1,Sunny,1,0.445833,0.43875,795,4763,5558
2012-03-27,Weekday,Tuesday,2,Sunny,1,0.323333,0.315654,531,4571,5102
2012-03-28,Weekday,Wednesday,3,Sunny,1,0.484167,0.47095,674,5024,5698
2012-03-29,Weekday,Thursday,4,Sunny,1,0.494167,0.482304,834,5299,6133
2012-03-30,Weekday,Friday,5,Cloudy/Misty,2,0.37,0.375621,796,4663,5459
2012-03-31,Weekend,Saturday,6,Cloudy/Misty,2,0.424167,0.421708,2301,3934,6235
2012-04-01,Weekend,Sunday,0,Cloudy/Misty,2,0.425833,0.417287,2347,3694,6041
2012-04-02,Weekday,Monday,1,Sunny,1,0.433913,0.427513,1208,4728,5936
2012-04-03,Weekday,Tuesday,2,Sunny,1,0.466667,0.461483,1348,5424,6772
2012-04-04,Weekday,Wednesday,3,Sunny,1,0.541667,0.53345,1058,5378,6436
2012-04-05,Weekday,Thursday,4,Sunny,1,0.435,0.431163,1192,5265,6457
2012-04-06,Weekday,Friday,5,Sunny,1,0.403333,0.390767,1807,4653,6460
2012-04-07,Weekend,Saturday,6,Sunny,1,0.4375,0.426129,3252,3605,6857
2012-04-08,Weekend,Sunday,0,Sunny,1,0.5,0.492425,2230,2939,5169
2012-04-09,Weekday,Monday,1,Sunny,1,0.489167,0.476638,905,4680,5585
2012-04-10,Weekday,Tuesday,2,Sunny,1,0.446667,0.436233,819,5099,5918
2012-04-11,Weekday,Wednesday,3,Sunny,1,0.348696,0.337274,482,4380,4862
2012-04-12,Weekday,Thursday,4,Sunny,1,0.3975,0.387604,663,4746,5409
2012-04-13,Weekday,Friday,5,Sunny,1,0.4425,0.431808,1252,5146,6398
2012-04-14,Weekend,Saturday,6,Sunny,1,0.495,0.487996,2795,4665,7460
2012-04-15,Weekend,Sunday,0,Sunny,1,0.606667,0.573875,2846,4286,7132
2012-04-16,Holiday,Monday,1,Sunny,1,0.664167,0.614925,1198,5172,6370
2012-04-17,Weekday,Tuesday,2,Sunny,1,0.608333,0.598487,989,5702,6691
2012-04-18,Weekday,Wednesday,3,Cloudy/Misty,2,0.463333,0.457038,347,4020,4367
2012-04-19,Weekday,Thursday,4,Sunny,1,0.498333,0.493046,846,5719,6565
2012-04-20,Weekday,Friday,5,Sunny,1,0.526667,0.515775,1340,5950,7290
2012-04-21,Weekend,Saturday,6,Sunny,1,0.57,0.542921,2541,4083,6624
2012-04-22,Weekend,Sunday,0,Rain,3,0.396667,0.389504,120,907,1027
2012-04-23,Weekday,Monday,1,Cloudy/Misty,2,0.321667,0.301125,195,3019,3214
2012-04-24,Weekday,Tuesday,2,Sunny,1,0.413333,0.405283,518,5115,5633
2012-04-25,Weekday,Wednesday,3,Sunny,1,0.476667,0.470317,655,5541,6196
2012-04-26,Weekday,Thursday,4,Cloudy/Misty,2,0.498333,0.483583,475,4551,5026
2012-04-27,Weekday,Friday,5,Sunny,1,0.4575,0.452637,1014,5219,6233
2012-04-28,Weekend,Saturday,6,Cloudy/Misty,2,0.376667,0.377504,1120,3100,4220
2012-04-29,Weekend,Sunday,0,Sunny,1,0.458333,0.450121,2229,4075,6304
2012-04-30,Weekday,Monday,1,Cloudy/Misty,2,0.464167,0.457696,665,4907,5572
2012-05-01,Weekday,Tuesday,2,Cloudy/Misty,2,0.613333,0.577021,653,5087,5740
2012-05-02,Weekday,Wednesday,3,Sunny,1,0.564167,0.537896,667,5502,6169
2012-05-03,Weekday,Thursday,4,Cloudy/Misty,2,0.56,0.537242,764,5657,6421
2012-05-04,Weekday,Friday,5,Sunny,1,0.6275,0.590917,1069,5227,6296
2012-05-05,Weekend,Saturday,6,Cloudy/Misty,2,0.621667,0.584608,2496,4387,6883
2012-05-06,Weekend,Sunday,0,Cloudy/Misty,2,0.5625,0.546737,2135,4224,6359
2012-05-07,Weekday,Monday,1,Cloudy/Misty,2,0.5375,0.527142,1008,5265,6273
2012-05-08,Weekday,Tuesday,2,Cloudy/Misty,2,0.581667,0.557471,738,4990,5728
2012-05-09,Weekday,Wednesday,3,Cloudy/Misty,2,0.575,0.553025,620,4097,4717
2012-05-10,Weekday,Thursday,4,Sunny,1,0.505833,0.491783,1026,5546,6572
2012-05-11,Weekday,Friday,5,Sunny,1,0.533333,0.520833,1319,5711,7030
2012-05-12,Weekend,Saturday,6,Sunny,1,0.564167,0.544817,2622,4807,7429
2012-05-13,Weekend,Sunday,0,Sunny,1,0.6125,0.585238,2172,3946,6118
2012-05-14,Weekday,Monday,1,Cloudy/Misty,2,0.573333,0.5499,342,2501,2843
2012-05-15,Weekday,Tuesday,2,Cloudy/Misty,2,0.611667,0.576404,625,4490,5115
2012-05-16,Weekday,Wednesday,3,Sunny,1,0.636667,0.595975,991,6433,7424
2012-05-17,Weekday,Thursday,4,Sunny,1,0.593333,0.572613,1242,6142,7384
2012-05-18,Weekday,Friday,5,Sunny,1,0.564167,0.551121,1521,6118,7639
2012-05-19,Weekend,Saturday,6,Sunny,1,0.6,0.566908,3410,4884,8294
2012-05-20,Weekend,Sunday,0,Sunny,1,0.620833,0.583967,2704,4425,7129
2012-05-21,Weekday,Monday,1,Cloudy/Misty,2,0.598333,0.565667,630,3729,4359
2012-05-22,Weekday,Tuesday,2,Cloudy/Misty,2,0.615,0.580825,819,5254,6073
2012-05-23,Weekday,Wednesday,3,Cloudy/Misty,2,0.621667,0.584612,766,4494,5260
2012-05-24,Weekday,Thursday,4,Sunny,1,0.655,0.6067,1059,5711,6770
2012-05-25,Weekday,Friday,5,Sunny,1,0.68,0.627529,1417,5317,6734
2012-05-26,Weekend,Saturday,6,Sunny,1,0.6925,0.642696,2855,3681,6536
2012-05-27,Weekend,Sunday,0,Sunny,1,0.69,0.641425,3283,3308,6591
2012-05-28,Holiday,Monday,1,Sunny,1,0.7125,0.6793,2557,3486,6043
2012-05-29,Weekday,Tuesday,2,Sunny,1,0.7225,0.672992,880,4863,5743
2012-05-30,Weekday,Wednesday,3,Cloudy/Misty,2,0.656667,0.611129,745,6110,6855
2012-05-31,Weekday,Thursday,4,Sunny,1,0.68,0.631329,1100,6238,7338
2012-06-01,Weekday,Friday,5,Cloudy/Misty,2,0.654167,0.607962,533,3594,4127
2012-06-02,Weekend,Saturday,6,Sunny,1,0.583333,0.566288,2795,5325,8120
2012-06-03,Weekend,Sunday,0,Sunny,1,0.6025,0.575133,2494,5147,7641
2012-06-04,Weekday,Monday,1,Sunny,1,0.5975,0.578283,1071,5927,6998
2012-06-05,Weekday,Tuesday,2,Cloudy/Misty,2,0.540833,0.525892,968,6033,7001
2012-06-06,Weekday,Wednesday,3,Sunny,1,0.554167,0.542292,1027,6028,7055
2012-06-07,Weekday,Thursday,4,Sunny,1,0.6025,0.569442,1038,6456,7494
2012-06-08,Weekday,Friday,5,Sunny,1,0.649167,0.597862,1488,6248,7736
2012-06-09,Weekend,Saturday,6,Sunny,1,0.710833,0.648367,2708,4790,7498
2012-06-10,Weekend,Sunday,0,Sunny,1,0.726667,0.663517,2224,4374,6598
2012-06-11,Weekday,Monday,1,Cloudy/Misty,2,0.720833,0.659721,1017,5647,6664
2012-06-12,Weekday,Tuesday,2,Cloudy/Misty,2,0.653333,0.597875,477,4495,4972
2012-06-13,Weekday,Wednesday,3,Sunny,1,0.655833,0.611117,1173,6248,7421
2012-06-14,Weekday,Thursday,4,Sunny,1,0.648333,0.624383,1180,6183,7363
2012-06-15,Weekday,Friday,5,Sunny,1,0.639167,0.599754,1563,6102,7665
2012-06-16,Weekend,Saturday,6,Sunny,1,0.631667,0.594708,2963,4739,7702
2012-06-17,Weekend,Sunday,0,Sunny,1,0.5925,0.571975,2634,4344,6978
2012-06-18,Weekday,Monday,1,Cloudy/Misty,2,0.568333,0.544842,653,4446,5099
2012-06-19,Weekday,Tuesday,2,Sunny,1,0.688333,0.654692,968,5857,6825
2012-06-20,Weekday,Wednesday,3,Sunny,1,0.7825,0.720975,872,5339,6211
2012-06-21,Weekday,Thursday,4,Sunny,1,0.805833,0.752542,778,5127,5905
2012-06-22,Weekday,Friday,5,Sunny,1,0.7775,0.724121,964,4859,5823
2012-06-23,Weekend,Saturday,6,Sunny,1,0.731667,0.652792,2657,4801,7458
2012-06-24,Weekend,Sunday,0,Sunny,1,0.743333,0.674254,2551,4340,6891
2012-06-25,Weekday,Monday,1,Sunny,1,0.715833,0.654042,1139,5640,6779
2012-06-26,Weekday,Tuesday,2,Sunny,1,0.630833,0.594704,1077,6365,7442
2012-06-27,Weekday,Wednesday,3,Sunny,1,0.6975,0.640792,1077,6258,7335
2012-06-28,Weekday,Thursday,4,Sunny,1,0.749167,0.675512,921,5958,6879
2012-06-29,Weekday,Friday,5,Sunny,1,0.834167,0.786613,829,4634,5463
2012-06-30,Weekend,Saturday,6,Sunny,1,0.765,0.687508,1455,4232,5687
2012-07-01,Weekend,Sunday,0,Sunny,1,0.815833,0.750629,1421,4110,5531
2012-07-02,Weekday,Monday,1,Sunny,1,0.781667,0.702038,904,5323,6227
2012-07-03,Weekday,Tuesday,2,Sunny,1,0.780833,0.70265,1052,5608,6660
2012-07-04,Holiday,Wednesday,3,Sunny,1,0.789167,0.732337,2562,4841,7403
2012-07-05,Weekday,Thursday,4,Sunny,1,0.8275,0.761367,1405,4836,6241
2012-07-06,Weekday,Friday,5,Sunny,1,0.828333,0.752533,1366,4841,6207
2012-07-07,Weekend,Saturday,6,Sunny,1,0.861667,0.804913,1448,3392,4840
2012-07-08,Weekend,Sunday,0,Sunny,1,0.8225,0.790396,1203,3469,4672
2012-07-09,Weekday,Monday,1,Cloudy/Misty,2,0.710833,0.654054,998,5571,6569
2012-07-10,Weekday,Tuesday,2,Cloudy/Misty,2,0.720833,0.664796,954,5336,6290
2012-07-11,Weekday,Wednesday,3,Sunny,1,0.716667,0.650271,975,6289,7264
2012-07-12,Weekday,Thursday,4,Sunny,1,0.715833,0.654683,1032,6414,7446
2012-07-13,Weekday,Friday,5,Cloudy/Misty,2,0.731667,0.667933,1511,5988,7499
2012-07-14,Weekend,Saturday,6,Cloudy/Misty,2,0.703333,0.666042,2355,4614,6969
2012-07-15,Weekend,Sunday,0,Sunny,1,0.745833,0.705196,1920,4111,6031
2012-07-16,Weekday,Monday,1,Sunny,1,0.763333,0.724125,1088,5742,6830
2012-07-17,Weekday,Tuesday,2,Sunny,1,0.818333,0.755683,921,5865,6786
2012-07-18,Weekday,Wednesday,3,Sunny,1,0.793333,0.745583,799,4914,5713
2012-07-19,Weekday,Thursday,4,Sunny,1,0.77,0.714642,888,5703,6591
2012-07-20,Weekday,Friday,5,Cloudy/Misty,2,0.665833,0.613025,747,5123,5870
2012-07-21,Weekend,Saturday,6,Rain,3,0.595833,0.549912,1264,3195,4459
2012-07-22,Weekend,Sunday,0,Cloudy/Misty,2,0.6675,0.623125,2544,4866,7410
2012-07-23,Weekday,Monday,1,Sunny,1,0.741667,0.690017,1135,5831,6966
2012-07-24,Weekday,Tuesday,2,Sunny,1,0.750833,0.70645,1140,6452,7592
2012-07-25,Weekday,Wednesday,3,Sunny,1,0.724167,0.654054,1383,6790,8173
2012-07-26,Weekday,Thursday,4,Sunny,1,0.776667,0.739263,1036,5825,6861
2012-07-27,Weekday,Friday,5,Sunny,1,0.781667,0.734217,1259,5645,6904
2012-07-28,Weekend,Saturday,6,Sunny,1,0.755833,0.697604,2234,4451,6685
2012-07-29,Weekend,Sunday,0,Sunny,1,0.721667,0.667933,2153,4444,6597
2012-07-30,Weekday,Monday,1,Sunny,1,0.730833,0.684987,1040,6065,7105
2012-07-31,Weekday,Tuesday,2,Sunny,1,0.713333,0.662896,968,6248,7216
2012-08-01,Weekday,Wednesday,3,Sunny,1,0.7175,0.667308,1074,6506,7580
2012-08-02,Weekday,Thursday,4,Sunny,1,0.7525,0.707088,983,6278,7261
2012-08-03,Weekday,Friday,5,Cloudy/Misty,2,0.765833,0.722867,1328,5847,7175
2012-08-04,Weekend,Saturday,6,Sunny,1,0.793333,0.751267,2345,4479,6824
2012-08-05,Weekend,Sunday,0,Sunny,1,0.769167,0.731079,1707,3757,5464
2012-08-06,Weekday,Monday,1,Cloudy/Misty,2,0.7525,0.710246,1233,5780,7013
2012-08-07,Weekday,Tuesday,2,Cloudy/Misty,2,0.735833,0.697621,1278,5995,7273
2012-08-08,Weekday,Wednesday,3,Cloudy/Misty,2,0.75,0.707717,1263,6271,7534
2012-08-09,Weekday,Thursday,4,Sunny,1,0.755833,0.699508,1196,6090,7286
2012-08-10,Weekday,Friday,5,Cloudy/Misty,2,0.715833,0.667942,1065,4721,5786
2012-08-11,Weekend,Saturday,6,Cloudy/Misty,2,0.6925,0.638267,2247,4052,6299
2012-08-12,Weekend,Sunday,0,Sunny,1,0.700833,0.644579,2182,4362,6544
2012-08-13,Weekday,Monday,1,Sunny,1,0.720833,0.662254,1207,5676,6883
2012-08-14,Weekday,Tuesday,2,Sunny,1,0.726667,0.676779,1128,5656,6784
2012-08-15,Weekday,Wednesday,3,Sunny,1,0.706667,0.654037,1198,6149,7347
2012-08-16,Weekday,Thursday,4,Sunny,1,0.719167,0.654688,1338,6267,7605
2012-08-17,Weekday,Friday,5,Sunny,1,0.723333,0.2424,1483,5665,7148
2012-08-18,Weekend,Saturday,6,Sunny,1,0.678333,0.618071,2827,5038,7865
2012-08-19,Weekend,Sunday,0,Cloudy/Misty,2,0.635833,0.603554,1208,3341,4549
2012-08-20,Weekday,Monday,1,Cloudy/Misty,2,0.635833,0.595967,1026,5504,6530
2012-08-21,Weekday,Tuesday,2,Sunny,1,0.649167,0.601025,1081,5925,7006
2012-08-22,Weekday,Wednesday,3,Sunny,1,0.6675,0.621854,1094,6281,7375
2012-08-23,Weekday,Thursday,4,Sunny,1,0.695833,0.637008,1363,6402,7765
2012-08-24,Weekday,Friday,5,Cloudy/Misty,2,0.7025,0.6471,1325,6257,7582
2012-08-25,Weekend,Saturday,6,Cloudy/Misty,2,0.661667,0.618696,1829,4224,6053
2012-08-26,Weekend,Sunday,0,Cloudy/Misty,2,0.653333,0.595996,1483,3772,5255
2012-08-27,Weekday,Monday,1,Sunny,1,0.703333,0.654688,989,5928,6917
2012-08-28,Weekday,Tuesday,2,Sunny,1,0.728333,0.66605,935,6105,7040
2012-08-29,Weekday,Wednesday,3,Sunny,1,0.685,0.635733,1177,6520,7697
2012-08-30,Weekday,Thursday,4,Sunny,1,0.706667,0.652779,1172,6541,7713
2012-08-31,Weekday,Friday,5,Sunny,1,0.764167,0.6894,1433,5917,7350
2012-09-01,Weekend,Saturday,6,Cloudy/Misty,2,0.753333,0.702654,2352,3788,6140
